UserID,total_events,unique_sessions,page_views,add_to_cart,purchases,first_event,last_event,avg_amount,total_amount,conversion_rate,cart_rate,session_activity,engagement_days,recency_days
360,82,10,9,16,11,2024-01-01 09:33:13.030271,2024-07-21 12:45:22.671633,245.33685099542788,2698.7053609497066,1.1,1.7778,8.2,202,3
361,74,10,12,7,8,2024-01-02 20:37:21.370159,2024-07-20 06:14:40.808160,328.2492727563231,2625.9941820505846,0.8,0.5833,7.4,199,5
362,71,10,6,12,14,2024-01-02 14:15:33.814142,2024-07-22 16:59:08.746295,296.4418726434289,4150.186217008005,1.4,2.0,7.1,202,2
363,62,10,12,7,5,2024-01-01 23:59:15.054167,2024-07-18 07:09:42.386274,249.75132934598167,1248.7566467299084,0.5,0.5833,6.2,198,7
364,73,10,10,9,18,2024-01-04 19:33:19.880915,2024-07-24 06:27:31.930381,260.335068369914,4686.031230658452,1.8,0.9,7.3,201,1
365,72,10,6,14,12,2024-01-03 18:06:54.479492,2024-07-23 04:31:41.895456,211.71579507756,2540.58954093072,1.2,2.3333,7.2,201,2
366,70,10,9,11,10,2024-01-01 20:16:43.518987,2024-07-19 13:03:31.643796,219.94044545789447,2199.4044545789448,1.0,1.2222,7.0,199,5
367,64,10,6,9,11,2024-01-07 04:35:59.226030,2024-07-22 12:53:16.477669,232.08486961962998,2552.93356581593,1.1,1.5,6.4,197,2
368,79,10,10,15,5,2024-01-01 13:44:28.117258,2024-07-23 07:00:47.196859,230.19671623832537,1150.9835811916269,0.5,1.5,7.9,203,2
369,76,10,11,6,9,2024-01-01 06:55:14.285708,2024-07-07 00:02:40.311599,287.2792102569931,2585.5128923129378,0.9,0.5455,7.6,187,18
370,70,10,9,13,10,2024-01-04 00:53:33.601967,2024-07-21 09:45:05.886720,273.31398925041185,2733.1398925041185,1.0,1.4444,7.0,199,4
371,77,10,10,18,16,2024-01-03 12:34:08.833500,2024-07-21 21:49:35.633764,268.34029783180705,4293.444765308913,1.6,1.8,7.7,200,3
372,75,10,12,13,9,2024-01-02 06:36:19.020246,2024-07-24 01:30:58.116852,295.8061648960716,2662.2554840646444,0.9,1.0833,7.5,203,1
373,76,10,7,14,14,2024-01-02 01:24:39.211505,2024-07-23 15:10:14.502917,272.32696508459986,3812.577511184398,1.4,2.0,7.6,203,1
374,76,10,12,8,10,2024-01-05 13:45:11.395844,2024-07-22 00:19:02.127979,172.76897419298163,1727.6897419298164,1.0,0.6667,7.6,198,3
375,78,10,9,13,8,2024-01-03 09:53:26.479117,2024-07-22 19:32:21.094885,210.2919499050725,1682.33559924058,0.8,1.4444,7.8,201,2
376,83,10,11,13,10,2024-01-03 23:42:42.465470,2024-07-19 15:21:48.660871,215.85927267750031,2158.592726775003,1.0,1.1818,8.3,197,5
377,69,10,10,13,8,2024-01-01 18:59:48.009124,2024-07-19 19:07:11.226478,280.94994768487203,2247.5995814789762,0.8,1.3,6.9,200,5
378,79,10,12,11,18,2024-01-02 13:08:08.069576,2024-07-22 17:58:07.125039,279.28454757899294,5027.121856421873,1.8,0.9167,7.9,202,2
379,83,10,10,11,14,2024-01-02 03:19:31.920718,2024-07-12 00:15:09.881852,263.31751082786883,3686.4451515901637,1.4,1.1,8.3,191,13
380,76,10,10,15,8,2024-01-01 16:36:25.264298,2024-07-23 11:10:17.804045,241.97312144652616,1935.7849715722093,0.8,1.5,7.6,203,1
381,86,10,14,7,15,2024-01-01 08:13:49.980283,2024-07-20 15:22:16.995285,258.6714759269032,3880.0721389035484,1.5,0.5,8.6,201,4
382,79,10,10,13,9,2024-01-01 22:45:19.637699,2024-07-14 06:19:36.322550,324.91459314402954,2924.2313382962657,0.9,1.3,7.9,194,11
383,61,10,10,6,12,2024-01-05 20:50:34.183731,2024-07-18 19:55:20.610501,196.6095345979728,2359.3144151756737,1.2,0.6,6.1,194,6
384,82,10,10,19,9,2024-01-02 02:00:17.543339,2024-07-19 13:07:38.641107,205.2480250082892,1847.2322250746029,0.9,1.9,8.2,199,5
385,82,10,10,13,15,2024-01-02 01:04:02.091770,2024-07-23 12:59:36.368092,252.47029606040277,3787.0544409060417,1.5,1.3,8.2,203,1
386,77,10,9,12,15,2024-01-04 15:55:28.816484,2024-07-22 09:22:46.764190,218.4309310756742,3276.463966135113,1.5,1.3333,7.7,199,3
387,67,10,10,8,14,2024-01-05 21:06:03.725370,2024-07-21 21:32:24.701448,268.93879622317013,3765.143147124382,1.4,0.8,6.7,198,3
388,76,10,7,8,12,2024-01-01 22:37:50.501935,2024-07-24 02:40:58.614111,260.3732458132129,3124.4789497585552,1.2,1.1429,7.6,204,1
389,79,10,9,16,15,2024-01-01 03:20:22.089604,2024-07-23 15:37:44.215458,253.48818987808306,3802.322848171246,1.5,1.7778,7.9,204,1
390,83,10,9,12,11,2024-01-01 19:16:36.187352,2024-07-23 06:18:06.814740,307.0601122041419,3377.6612342455605,1.1,1.3333,8.3,203,2
391,78,10,6,17,8,2024-01-08 15:57:53.858331,2024-07-24 06:45:29.432138,318.28262023069334,2546.2609618455467,0.8,2.8333,7.8,197,1
392,73,10,12,16,4,2024-01-02 09:00:13.839880,2024-07-21 18:08:08.995332,279.0697941937733,1116.2791767750932,0.4,1.3333,7.3,201,3
393,72,10,10,10,12,2024-01-01 07:20:58.135232,2024-07-22 00:06:01.583204,300.10506697547436,3601.2608037056925,1.2,1.0,7.2,202,3
394,68,10,7,9,6,2024-01-01 02:44:54.105389,2024-07-21 05:15:46.198169,281.040336739998,1686.242020439988,0.6,1.2857,6.8,202,4
395,74,10,14,12,12,2024-01-02 14:41:42.735068,2024-07-24 03:12:41.070217,258.02384524990595,3096.2861429988716,1.2,0.8571,7.4,203,1
396,78,10,4,12,11,2024-01-01 17:36:47.160827,2024-07-24 08:39:19.595950,294.73079880928606,3242.0387869021465,1.1,3.0,7.8,204,1
397,68,10,6,14,8,2024-01-01 00:46:34.942070,2024-07-23 11:21:28.436348,205.22039858066665,1641.7631886453332,0.8,2.3333,6.8,204,1
398,69,10,10,8,10,2024-01-02 09:16:48.115512,2024-07-14 19:28:55.237614,217.87086488072137,2178.7086488072136,1.0,0.8,6.9,194,10
399,79,10,17,11,10,2024-01-06 00:57:57.614770,2024-07-23 19:29:48.853138,290.442105658425,2904.4210565842504,1.0,0.6471,7.9,199,1
400,67,10,12,7,13,2024-01-11 13:49:31.479194,2024-07-22 07:28:42.577077,279.8424627409315,3637.9520156321096,1.3,0.5833,6.7,192,3
401,75,10,16,10,10,2024-01-03 09:06:01.042797,2024-07-21 09:09:49.322713,315.02915157837396,3150.2915157837397,1.0,0.625,7.5,200,4
402,80,10,18,11,7,2024-01-13 15:08:21.082520,2024-07-19 18:27:54.844533,327.2936318035897,2291.055422625128,0.7,0.6111,8.0,188,5
403,79,10,14,14,7,2024-01-03 06:02:00.907626,2024-07-23 03:49:37.972806,253.64184514398357,1775.492916007885,0.7,1.0,7.9,201,2
404,77,10,16,10,8,2024-01-03 02:52:59.413718,2024-07-24 01:10:34.037191,190.9338912031534,1527.4711296252271,0.8,0.625,7.7,202,1
405,79,10,9,12,14,2024-01-01 04:35:50.361854,2024-07-23 05:43:31.086139,248.11270218775005,3473.5778306285006,1.4,1.3333,7.9,204,2
406,77,10,9,14,4,2024-01-02 07:20:36.039032,2024-07-20 16:40:06.083581,212.91464817211707,851.6585926884683,0.4,1.5556,7.7,200,4
407,81,10,14,11,10,2024-01-01 16:10:18.540347,2024-07-22 01:10:09.556510,325.98563495997485,3259.8563495997487,1.0,0.7857,8.1,202,3
408,72,10,14,8,8,2024-01-03 04:55:51.755667,2024-07-23 23:49:33.422816,262.52623871381684,2100.2099097105347,0.8,0.5714,7.2,202,1
409,80,10,8,10,12,2024-01-14 07:05:15.476498,2024-07-17 16:59:33.530263,293.24586652279476,3518.9503982735373,1.2,1.25,8.0,185,7
410,77,10,17,15,8,2024-01-01 16:14:52.273241,2024-07-20 06:16:11.839730,229.495392782057,1835.963142256456,0.8,0.8824,7.7,200,5
411,73,10,10,12,9,2024-01-02 06:48:06.178919,2024-07-21 11:28:01.205642,274.44164006348484,2469.9747605713637,0.9,1.2,7.3,201,3
412,71,10,12,10,13,2024-01-04 07:00:48.107705,2024-07-21 14:40:17.879922,235.09593954935897,3056.2472141416665,1.3,0.8333,7.1,199,3
413,80,10,16,11,10,2024-01-01 07:37:43.912300,2024-07-23 02:41:32.939403,320.950047748977,3209.50047748977,1.0,0.6875,8.0,203,2
414,78,10,12,10,16,2024-01-04 08:39:15.306695,2024-07-22 10:00:37.349431,266.17167907821363,4258.746865251418,1.6,0.8333,7.8,200,3
415,71,10,10,9,13,2024-01-13 06:02:57.832751,2024-07-23 03:00:46.996743,267.0469241481114,3471.6100139254477,1.3,0.9,7.1,191,2
416,80,10,10,10,19,2024-01-01 19:50:10.341945,2024-07-19 04:24:18.125917,251.14635573012333,4771.7807588723435,1.9,1.0,8.0,199,6
417,79,10,9,15,13,2024-01-01 20:58:54.458131,2024-07-24 05:33:34.408468,289.3447863904704,3761.482223076115,1.3,1.6667,7.9,204,1
418,81,10,10,14,10,2024-01-05 10:26:24.681973,2024-07-24 09:47:58.309047,243.59737187584489,2435.9737187584487,1.0,1.4,8.1,200,1
419,70,10,10,7,5,2024-01-01 13:43:04.876538,2024-07-22 04:59:32.488997,300.48804263710673,1502.4402131855336,0.5,0.7,7.0,202,3
420,71,10,5,17,11,2024-01-02 21:46:21.984267,2024-07-20 07:27:53.580990,267.5588303620202,2943.1471339822224,1.1,3.4,7.1,199,5
421,74,10,7,10,14,2024-01-02 16:03:36.471947,2024-07-24 09:44:29.884428,223.1058883383171,3123.4824367364395,1.4,1.4286,7.4,203,1
422,79,10,10,9,7,2024-01-01 22:00:24.988189,2024-07-24 02:26:40.299421,203.26992295846182,1422.8894607092327,0.7,0.9,7.9,204,1
423,73,10,8,7,13,2024-01-01 04:51:37.963169,2024-07-17 17:11:20.790283,222.31635950871532,2890.112673613299,1.3,0.875,7.3,198,7
424,77,10,12,13,12,2024-01-02 13:58:26.687603,2024-07-22 00:34:35.202008,216.3719196395182,2596.4630356742186,1.2,1.0833,7.7,201,3
425,78,10,13,13,3,2024-01-01 06:46:26.540653,2024-07-23 19:34:00.147679,115.71647130389913,347.14941391169737,0.3,1.0,7.8,204,1
426,79,10,17,7,18,2024-01-03 07:10:52.891529,2024-07-21 19:51:49.352357,303.6576875624963,5465.838376124933,1.8,0.4118,7.9,200,3
427,73,10,12,10,13,2024-01-06 07:25:57.003184,2024-07-24 08:10:38.252407,240.7185090263413,3129.340617342437,1.3,0.8333,7.3,200,1
428,77,10,14,8,8,2024-01-08 14:37:47.420673,2024-07-24 07:10:59.165210,193.85965043594769,1550.8772034875815,0.8,0.5714,7.7,197,1
429,71,10,12,9,11,2024-01-02 07:12:35.780943,2024-07-24 08:52:20.546144,236.48540408353767,2601.3394449189145,1.1,0.75,7.1,204,1
430,76,10,5,13,7,2024-01-01 04:53:19.308688,2024-07-23 13:06:37.391658,288.6269374496511,2020.3885621475576,0.7,2.6,7.6,204,1
431,78,10,16,8,6,2024-01-03 09:23:50.357872,2024-07-24 03:38:27.480432,242.32183704297688,1453.9310222578613,0.6,0.5,7.8,202,1
432,77,10,9,10,11,2024-01-02 09:42:53.498807,2024-07-19 00:05:21.617576,210.01347300713286,2310.1482030784614,1.1,1.1111,7.7,198,6
433,83,10,11,8,10,2024-01-01 15:06:32.730481,2024-07-22 12:29:30.205165,282.56245596836277,2825.624559683628,1.0,0.7273,8.3,202,2
434,79,10,13,13,10,2024-01-05 05:10:07.761771,2024-07-19 11:00:27.202388,184.20330013614483,1842.0330013614482,1.0,1.0,7.9,196,5
435,71,10,10,6,13,2024-01-04 18:39:07.919890,2024-07-24 08:54:39.204950,284.38428459126766,3696.99569968648,1.3,0.6,7.1,201,1
436,79,10,10,13,8,2024-01-02 03:28:01.050401,2024-07-23 08:32:38.051932,287.494489783401,2299.955918267208,0.8,1.3,7.9,203,2
437,76,10,9,14,9,2024-01-01 08:33:02.890301,2024-07-24 05:09:44.676594,246.68396782879296,2220.1557104591366,0.9,1.5556,7.6,204,1
438,71,10,11,5,10,2024-01-04 22:37:31.023842,2024-07-24 08:46:12.005191,262.5584707918439,2625.5847079184387,1.0,0.4545,7.1,201,1
439,76,10,14,6,10,2024-01-02 04:06:18.947181,2024-07-24 03:22:31.841227,225.97134318327113,2259.713431832711,1.0,0.4286,7.6,203,1
440,73,10,10,13,7,2024-01-01 23:42:42.948066,2024-07-23 08:07:02.273786,264.70203661618535,1852.9142563132973,0.7,1.3,7.3,203,2
441,75,10,10,11,8,2024-01-16 02:10:58.369912,2024-07-24 03:34:05.329628,224.99453779734588,1799.956302378767,0.8,1.1,7.5,190,1
442,71,10,12,13,5,2024-01-01 00:47:00.110522,2024-07-21 03:08:37.692086,170.61429297412457,853.0714648706228,0.5,1.0833,7.1,202,4
443,76,10,9,10,7,2024-01-01 04:57:51.072169,2024-07-24 02:14:26.666679,339.5910907749433,2377.137635424603,0.7,1.1111,7.6,204,1
444,77,10,13,14,8,2024-01-03 02:23:28.134835,2024-07-23 23:50:44.821400,316.7051271349869,2533.6410170798954,0.8,1.0769,7.7,202,1
445,71,10,16,8,10,2024-01-01 18:53:28.467924,2024-07-23 11:32:52.883497,263.00122698274106,2630.0122698274104,1.0,0.5,7.1,203,1
446,83,10,12,10,12,2024-01-05 09:40:46.828296,2024-07-23 16:48:12.953754,231.71114518954258,2780.533742274511,1.2,0.8333,8.3,200,1
447,76,10,9,15,4,2024-01-02 04:06:33.676612,2024-07-21 08:42:05.066460,336.08551262869736,1344.3420505147894,0.4,1.6667,7.6,201,4
448,79,10,17,8,13,2024-01-08 09:43:51.993387,2024-07-21 22:26:50.787104,245.4171679391719,3190.4231832092346,1.3,0.4706,7.9,195,3
449,73,10,15,10,8,2024-01-04 09:59:26.033706,2024-07-23 17:37:00.286221,172.00343851506506,1376.0275081205205,0.8,0.6667,7.3,201,1
450,80,10,12,9,11,2024-01-01 16:50:27.963937,2024-07-20 10:53:04.043750,211.91642548128218,2331.080680294104,1.1,0.75,8.0,200,4
451,76,10,8,12,13,2024-01-19 13:25:28.224550,2024-07-21 07:01:28.185961,167.97878638880604,2183.7242230544784,1.3,1.5,7.6,183,4
452,74,10,9,9,15,2024-01-02 19:27:50.201630,2024-07-23 18:09:31.113575,243.36008674171944,3650.4013011257916,1.5,1.0,7.4,202,1
453,80,10,16,11,10,2024-01-01 05:29:50.624301,2024-07-23 13:23:46.339734,248.32659137612623,2483.2659137612623,1.0,0.6875,8.0,204,1
454,75,10,8,9,12,2024-01-02 07:14:13.987625,2024-07-20 05:16:21.255659,198.30263003485229,2379.6315604182273,1.2,1.125,7.5,199,5
455,76,10,8,10,20,2024-01-07 23:56:02.994680,2024-07-17 14:25:20.999140,336.6074109619231,6732.148219238462,2.0,1.25,7.6,191,7
456,75,10,7,8,15,2024-01-04 23:13:45.066993,2024-07-23 05:18:32.475677,281.7751045728565,4226.626568592847,1.5,1.1429,7.5,200,2
457,76,10,11,8,11,2024-01-01 17:06:32.766243,2024-07-23 17:12:20.220093,249.9600107236599,2749.560117960259,1.1,0.7273,7.6,204,1
458,69,10,9,12,9,2024-01-02 11:47:13.698929,2024-07-24 00:17:36.581437,207.37815421786823,1866.4033879608141,0.9,1.3333,6.9,203,1
459,74,10,11,12,13,2024-01-02 14:13:26.404078,2024-07-21 07:09:21.577296,251.4672640008162,3269.0744320106105,1.3,1.0909,7.4,200,4
460,87,10,14,11,7,2024-01-06 11:53:14.041049,2024-07-23 11:15:52.113556,208.9708027116198,1462.7956189813385,0.7,0.7857,8.7,198,1
461,70,10,13,14,11,2024-01-05 05:06:42.218797,2024-07-21 23:01:01.838220,372.90499203714296,4101.954912408572,1.1,1.0769,7.0,198,3
462,71,10,18,6,6,2024-01-01 05:26:06.650210,2024-07-23 20:05:58.794792,240.76135789764362,1444.5681473858617,0.6,0.3333,7.1,204,1
463,68,10,14,11,15,2024-01-04 19:55:24.100057,2024-07-21 12:26:06.088823,242.81220841956275,3642.183126293441,1.5,0.7857,6.8,198,3
464,80,10,10,11,16,2024-01-05 07:42:00.587730,2024-07-07 17:08:07.576523,279.2518357128298,4468.029371405277,1.6,1.1,8.0,184,17
465,69,10,7,10,14,2024-01-02 23:31:48.775530,2024-07-22 00:26:59.040928,288.22749859694693,4035.184980357257,1.4,1.4286,6.9,201,3
466,85,10,9,5,13,2024-01-04 00:29:39.106040,2024-07-24 03:30:35.374888,246.0009246181168,3198.0120200355186,1.3,0.5556,8.5,202,1
467,76,10,10,10,10,2024-01-06 03:32:04.040059,2024-07-24 04:08:26.514111,171.7972792974246,1717.972792974246,1.0,1.0,7.6,200,1
468,65,10,8,10,7,2024-01-08 12:11:39.854825,2024-07-21 10:44:48.402716,220.62832182793892,1544.3982527955725,0.7,1.25,6.5,194,3
469,74,10,9,18,7,2024-01-02 11:29:22.455303,2024-07-22 04:19:09.871690,141.0730838597902,987.5115870185314,0.7,2.0,7.4,201,3
470,77,10,5,14,12,2024-01-10 10:10:24.411785,2024-07-22 15:58:06.507473,269.18507812805626,3230.220937536675,1.2,2.8,7.7,194,2
471,70,10,6,5,12,2024-01-05 17:20:45.489289,2024-07-18 02:42:45.193335,282.0615241724688,3384.7382900696257,1.2,0.8333,7.0,194,7
472,75,10,12,13,13,2024-01-03 01:32:47.379312,2024-07-23 03:18:12.923531,271.2102094330424,3525.732722629551,1.3,1.0833,7.5,202,2
473,77,10,12,9,12,2024-01-01 10:39:49.579061,2024-07-24 09:10:52.334772,251.26434119230353,3015.1720943076425,1.2,0.75,7.7,204,1
474,70,10,12,12,8,2024-01-03 18:41:16.039328,2024-07-19 21:42:41.161113,258.9448680948308,2071.5589447586462,0.8,1.0,7.0,198,5
475,78,10,12,14,10,2024-01-01 04:59:49.084250,2024-07-20 20:05:38.819761,238.16248315888294,2381.6248315888292,1.0,1.1667,7.8,201,4
476,72,10,10,7,10,2024-01-01 06:19:32.970957,2024-07-22 14:13:47.659514,197.29963236134182,1972.9963236134183,1.0,0.7,7.2,203,2
477,68,10,7,12,6,2024-01-01 08:25:01.698473,2024-07-23 15:05:14.036347,247.6330646120465,1485.798387672279,0.6,1.7143,6.8,204,1
478,71,10,8,11,14,2024-01-01 05:44:20.973883,2024-07-24 01:33:21.046470,329.7150260608998,4616.010364852597,1.4,1.375,7.1,204,1
479,83,10,9,11,21,2024-01-03 04:23:27.987862,2024-07-21 12:31:48.101174,265.6378129491331,5578.394071931795,2.1,1.2222,8.3,200,3
480,79,10,11,5,17,2024-01-02 18:48:25.399855,2024-07-22 17:18:27.016886,282.0905850593888,4795.53994600961,1.7,0.4545,7.9,201,2
481,67,10,15,6,7,2024-01-04 23:38:11.109283,2024-07-24 02:03:24.208580,322.38797708562635,2256.7158395993843,0.7,0.4,6.7,201,1
482,65,10,10,9,5,2024-01-08 19:57:29.933686,2024-07-22 15:03:16.095090,204.76457117240807,1023.8228558620403,0.5,0.9,6.5,195,2
483,67,10,9,3,11,2024-01-05 12:03:15.917058,2024-07-22 11:21:13.808021,223.1730875946854,2454.9039635415393,1.1,0.3333,6.7,198,2
484,70,10,8,13,7,2024-01-03 06:54:18.580317,2024-07-23 21:29:34.992293,417.51393842635815,2922.5975689845072,0.7,1.625,7.0,202,1
485,68,10,5,6,13,2024-01-03 23:03:26.411454,2024-07-23 12:17:37.633323,227.4212731824671,2956.476551372072,1.3,1.2,6.8,201,1
486,78,10,11,15,10,2024-01-01 04:11:46.157172,2024-07-21 09:59:19.470682,287.3046103051395,2873.0461030513948,1.0,1.3636,7.8,202,4
487,86,10,13,20,15,2024-01-06 11:55:59.151210,2024-07-18 09:01:02.074414,279.6990658415842,4195.485987623762,1.5,1.5385,8.6,193,7
488,71,10,10,7,10,2024-01-02 20:48:32.130079,2024-07-22 03:47:53.331465,195.8599596318026,1958.599596318026,1.0,0.7,7.1,201,3
489,78,10,14,6,9,2024-01-04 10:33:43.206374,2024-07-23 14:17:51.839316,232.59272673507277,2093.334540615655,0.9,0.4286,7.8,201,1
490,66,10,13,13,5,2024-01-03 20:10:40.760270,2024-07-23 11:45:28.716530,214.83343955064862,1074.167197753243,0.5,1.0,6.6,201,1
491,74,10,12,9,12,2024-01-01 13:14:16.348740,2024-07-24 07:20:59.811096,199.8599367602653,2398.3192411231835,1.2,0.75,7.4,204,1
492,84,10,14,9,6,2024-01-01 01:10:20.900746,2024-07-23 10:50:32.859459,257.9610550904339,1547.7663305426033,0.6,0.6429,8.4,204,1
493,73,10,8,10,10,2024-01-01 06:03:23.272007,2024-07-20 01:33:21.348444,185.1659288254663,1851.659288254663,1.0,1.25,7.3,200,5
494,78,10,11,10,15,2024-01-01 18:25:54.736524,2024-07-20 21:09:27.488523,299.07043219971183,4486.0564829956775,1.5,0.9091,7.8,201,4
495,78,10,13,10,16,2024-01-01 17:43:34.720223,2024-07-23 12:04:11.057709,235.43804521667127,3767.0087234667403,1.6,0.7692,7.8,203,1
496,78,10,15,8,6,2024-01-02 14:16:00.963624,2024-07-24 03:33:30.365247,267.5754665428484,1605.4527992570904,0.6,0.5333,7.8,203,1
497,69,10,12,9,13,2024-01-02 16:23:46.962834,2024-07-23 23:45:24.476987,195.48699748600353,2541.330967318046,1.3,0.75,6.9,203,1
498,87,10,10,17,10,2024-01-03 03:26:30.524000,2024-07-22 01:46:38.126138,187.8601461996953,1878.601461996953,1.0,1.7,8.7,200,3
499,72,10,14,4,14,2024-01-01 01:45:25.452965,2024-07-23 19:53:23.543140,170.58461404263056,2388.1845965968278,1.4,0.2857,7.2,204,1
500,81,10,11,15,12,2024-01-06 09:40:45.501189,2024-07-16 10:31:51.149150,156.39075263572954,1876.6890316287545,1.2,1.3636,8.1,192,8
501,74,10,7,7,11,2024-01-04 02:16:55.078655,2024-07-22 03:56:36.438344,262.4005345802005,2886.4058803822054,1.1,1.0,7.4,200,3
502,78,10,12,8,7,2024-01-05 07:14:40.185995,2024-07-23 08:47:50.168263,207.31201104663154,1451.1840773264207,0.7,0.6667,7.8,200,2
503,77,10,11,9,10,2024-01-01 06:37:45.654151,2024-07-22 17:49:25.728629,299.7643661671595,2997.643661671595,1.0,0.8182,7.7,203,2
504,76,10,13,14,6,2024-01-01 22:39:58.176795,2024-07-24 08:15:19.638724,216.29723265201156,1297.7833959120694,0.6,1.0769,7.6,204,1
505,79,10,12,16,12,2024-01-01 14:53:28.542446,2024-07-22 21:08:03.951937,249.31713295393686,2991.8055954472425,1.2,1.3333,7.9,203,2
506,74,10,10,6,9,2024-01-04 00:57:47.917450,2024-07-23 11:32:50.900681,266.30376247047195,2396.7338622342477,0.9,0.6,7.4,201,1
507,77,10,11,14,12,2024-01-01 03:03:39.136850,2024-07-20 09:40:33.501533,250.1151670967412,3001.3820051608946,1.2,1.2727,7.7,201,5
508,79,10,8,14,9,2024-01-01 17:53:39.513722,2024-07-21 16:46:30.449857,263.949770377869,2375.547933400821,0.9,1.75,7.9,201,3
509,80,10,7,13,15,2024-01-01 02:25:10.571405,2024-07-21 01:51:30.234044,258.17401456754953,3872.610218513243,1.5,1.8571,8.0,201,4
510,89,10,11,15,22,2024-01-01 01:16:01.671787,2024-07-22 02:17:18.481740,185.15230957271584,4073.3508105997485,2.2,1.3636,8.9,203,3
511,70,10,4,12,13,2024-01-06 13:34:19.018408,2024-07-20 12:26:49.141375,231.17757871746457,3005.3085233270394,1.3,3.0,7.0,195,4
512,79,10,11,12,8,2024-01-04 04:24:08.316282,2024-07-14 10:08:53.749417,191.34197375893268,1530.7357900714615,0.8,1.0909,7.9,192,11
513,75,10,10,9,15,2024-01-01 19:30:35.600465,2024-07-21 04:59:29.629570,260.37755706556766,3905.663355983515,1.5,0.9,7.5,201,4
514,83,10,7,18,10,2024-01-02 12:37:05.721575,2024-07-20 07:06:07.596555,244.9954839495471,2449.954839495471,1.0,2.5714,8.3,199,5
515,74,10,8,12,14,2024-01-02 13:56:49.856207,2024-07-23 14:02:42.800525,355.4629883766265,4976.481837272771,1.4,1.5,7.4,203,1
516,70,10,9,8,7,2024-01-05 19:24:11.381023,2024-07-22 10:57:45.376497,280.09999622269805,1960.6999735588863,0.7,0.8889,7.0,198,2
517,60,10,8,6,8,2024-01-05 07:32:21.104385,2024-07-19 02:23:20.711608,184.794940004835,1478.35952003868,0.8,0.75,6.0,195,6
518,74,10,10,9,13,2024-01-03 01:44:49.582884,2024-07-24 05:08:34.432218,225.53167340404227,2931.9117542525496,1.3,0.9,7.4,203,1
519,71,10,9,7,9,2024-01-02 11:16:18.171815,2024-07-24 03:36:29.669813,306.2951408932432,2756.6562680391885,0.9,0.7778,7.1,203,1
520,79,10,8,17,12,2024-01-03 09:43:22.864934,2024-07-23 23:04:35.867251,256.40808306455267,3076.896996774632,1.2,2.125,7.9,202,1
521,81,10,13,13,7,2024-01-04 10:44:21.578660,2024-07-21 17:57:16.608402,236.232203861609,1653.6254270312631,0.7,1.0,8.1,199,3
522,66,10,10,5,12,2024-01-05 23:56:42.153110,2024-07-22 05:49:19.808191,232.7347984082937,2792.8175808995243,1.2,0.5,6.6,198,3
523,80,10,12,11,6,2024-01-03 22:10:21.079892,2024-07-23 08:24:52.029843,245.74301094128052,1474.458065647683,0.6,0.9167,8.0,201,2
524,77,10,12,15,10,2024-01-03 18:31:19.520656,2024-07-24 04:03:58.354527,219.6132697076524,2196.132697076524,1.0,1.25,7.7,202,1
525,80,10,14,12,11,2024-01-02 06:15:25.143311,2024-07-21 07:16:19.665951,271.9218128994698,2991.1399418941674,1.1,0.8571,8.0,201,4
526,75,10,9,10,12,2024-01-02 17:32:32.757137,2024-07-23 23:48:59.569181,205.09002370126723,2461.0802844152067,1.2,1.1111,7.5,203,1
527,73,10,10,14,8,2024-01-05 04:49:56.311673,2024-07-21 20:04:48.583126,255.93502851539282,2047.4802281231425,0.8,1.4,7.3,198,3
528,83,10,8,15,17,2024-01-01 05:29:22.566938,2024-07-23 22:30:56.092205,277.6533280894164,4720.106577520079,1.7,1.875,8.3,204,1
529,76,10,18,10,7,2024-01-03 10:50:56.149722,2024-07-23 05:04:27.866870,340.3891719479879,2382.7242036359153,0.7,0.5556,7.6,201,2
530,76,10,9,11,12,2024-01-04 08:46:49.324060,2024-07-19 01:58:09.827139,293.3150751701063,3519.7809020412756,1.2,1.2222,7.6,196,6
531,73,10,15,5,9,2024-01-08 01:03:05.109867,2024-07-23 12:54:54.465487,297.6421500892966,2678.7793508036693,0.9,0.3333,7.3,197,1
532,74,10,10,9,13,2024-01-02 21:37:11.173855,2024-07-22 21:25:37.671779,240.41838525529243,3125.439008318802,1.3,0.9,7.4,201,2
533,75,10,11,11,6,2024-01-08 13:03:21.184804,2024-07-21 06:28:52.403747,195.1199181427527,1170.7195088565163,0.6,1.0,7.5,194,4
534,72,10,7,8,12,2024-01-01 03:31:12.075502,2024-07-23 09:01:01.825580,316.36628279394887,3796.3953935273867,1.2,1.1429,7.2,204,2
535,79,10,16,11,10,2024-01-02 09:03:22.536078,2024-07-23 23:26:46.409593,270.18815477296624,2701.8815477296625,1.0,0.6875,7.9,203,1
536,75,10,13,10,7,2024-01-05 01:20:40.710812,2024-07-22 19:38:27.721005,279.24805449464344,1954.7363814625041,0.7,0.7692,7.5,199,2
537,70,10,9,13,9,2024-01-03 22:59:55.777708,2024-07-23 03:05:11.035785,228.2336581376985,2054.1029232392866,0.9,1.4444,7.0,201,2
538,75,10,8,10,11,2024-01-01 16:55:02.091627,2024-07-23 22:04:51.675298,265.8609934049713,2924.470927454684,1.1,1.25,7.5,204,1
539,68,10,7,10,9,2024-01-01 03:14:03.889300,2024-07-21 00:17:30.953986,228.80024775105454,2059.202229759491,0.9,1.4286,6.8,201,4
